,theme,time
207986,be,1.0
207987,be,2.5
207988,be,1.0
207989,be,0.5
207990,be,1.0
207991,be,1.0
207992,be,1.0
207993,be,0.5
207994,be,0.5
207995,be,0.5
207996,be,1.0
207997,be,0.5
207998,be,0.5
207999,be,0.5
208000,be,0.5
208001,be,0.5
208002,be,821160.0
208003,be,7173774.0
208004,be,60.0
208005,be,1181990.0
208006,be,2236440.0
208007,be,613505.0
208008,be,5956365.333333333
208009,be,756880.0
208010,be,166119.5
208011,be,90.0
208012,be,6942.0
208013,be,59580.0
208014,be,13560.0
208015,be,60.0
208016,be,749256.5
208017,be,170.0
208018,be,98004.0
208019,be,1477.25
208020,be,7863930.0
208021,be,21860462.0
208022,be,3180.0
208023,be,8317440.0
208024,be,1393510.7142857143
208025,be,36000.0
208026,be,12802270.5
208027,be,91608.0
208028,be,960.0
208029,be,36000.0
208030,be,8640.0
208031,be,1690.0
208032,be,2031173.5
208033,be,3733.0
208034,be,43200.0
208035,be,610680.0
208036,be,600876.0
208037,be,112740.0
208038,be,16483.0
208039,be,14400.0
208040,be,51000.0
208041,be,34860.0
208042,be,58800.0
208043,be,9968.0
208044,be,34563.0
208045,be,341634.5
208046,be,14400.0
208047,be,134220.0
208048,be,83040.0
208049,be,353.2
208050,be,4242.0
208051,be,4411.0
208052,be,90.0
208053,be,2365.0
208054,be,29215.333333333332
208055,be,25001.0
208056,be,60.0
208057,be,100440.0
208058,be,2400.0
208059,be,5820.0
208060,be,39600.0
208061,be,39600.0
208062,be,1639650.0
208063,be,60.0
208064,be,4500.0
208065,be,43200.0
208066,be,43200.0
208067,be,43200.0
208068,be,29640.0
208069,be,9420.0
208070,be,6300.0
208071,be,150.0
208072,be,82581.0
208073,be,11781.0
208074,be,34740.0
208075,be,733290.0
208076,be,720.0
208077,be,7451.0
208078,be,3724680.0
208079,be,3549720.0
208080,be,167111.0
208081,be,33210.0
208082,be,36000.0
208083,be,1782840.0
208084,be,8546.0
208085,be,1875487.0
208086,be,5685266.2
208087,be,5627.0
208088,be,135318.0
208089,be,22170.0
208090,be,1179360.0
208091,be,2219.25
208092,be,45766.0
208093,be,36000.0
208094,be,91975.5
208095,be,337562010.0
208096,be,346360779.0
208097,be,674605620.0
208098,be,7200.0
208099,be,78983.0
208100,be,36000.0
208101,be,584400.0
208102,be,5160.0
208103,be,26820.0
208104,be,1732080.0
208105,be,36000.0
208106,be,1485.0
208107,be,2034016.0
208108,be,36000.0
208109,be,43200.0
208110,be,26340.0
208111,be,14400.0
208112,be,40243.0
208113,be,43200.0
208114,be,1945189.0
208115,be,3890379.0
208116,be,2841.5
208117,be,59825841.81818182
208118,be,2302.0
208119,be,147106.0
208120,be,47010.0
208121,be,44305.0
208122,be,88450.5
208123,be,43200.0
208124,be,15917768.0
208125,be,6089.0
208126,be,345972.0
208127,be,93086.0
208128,be,59919.0
208129,be,169456.0
208130,be,58277.0
208131,be,2.0
208132,be,39600.0
208133,be,36000.0
208134,be,410380.0
208135,be,36000.0
208136,be,1353797.0
208137,be,811233.375
208138,be,24900.0
208139,be,197.0
208140,be,10800.0
208141,be,14400.0
208142,be,922603.3333333334
208143,be,4871220.0
208144,be,914550.5
208145,be,19965.0
208146,be,1.0
208147,be,285132.0
208148,be,83245.0
208149,be,31662.0
208150,be,73260.0
208151,be,1.0
208152,be,693237.0
208153,be,1462109.0
208154,be,331029.0
208155,be,3034218.0
208156,be,55048.0
208157,be,433086.0
208158,be,14769.833333333334
208159,be,11182.0
208160,be,5.4
208161,be,74340.0
208162,be,240.0
208163,be,122058.26086956522
208164,be,190769.2
208165,be,7042150.0
208166,be,112096.55555555556
208167,be,3420.0
208168,be,43200.0
208169,be,3.0
208170,be,2920.0
208171,be,3580.0
208172,be,2.25
208173,be,93.0
208174,be,115.0
208175,be,212.0
208176,be,1680.0
208177,be,36000.0
208178,be,157767.0
208179,be,16.0
208180,be,83400.0
208181,be,3660.0
208182,be,36000.0
208183,be,93180.0
208184,be,44583.0
208185,be,2514637.5
208186,be,60.0
208187,be,75028.0
208188,be,7810.0
208189,be,1173660.0
208190,be,304960.79411764705
208191,be,12101.0
208192,be,136.0
208193,be,2584.0
208194,be,2189.5
208195,be,6760.0
208196,be,46839.0
208197,be,74.0
208198,be,44490.0
208199,be,16316.0
208200,be,36000.0
208201,be,6743070.0
208202,be,8748.0
208203,be,1866.0
208204,be,1375.0
208205,be,1015964.5
208206,be,939.0
208207,be,14400.0
208208,be,244590.0
208209,be,5520.0
208210,be,1438.0
208211,be,6382685.666666667
208212,be,1200.0
208213,be,1665711.4285714286
208214,be,43200.0
208215,be,127.0
208216,be,555.0
208217,be,67527.0
208218,be,1500.0
208219,be,5926.5
208220,be,91564.66666666667
208221,be,3600.0
208222,be,266400.0
208223,be,36000.0
208224,be,239640.0
208225,be,94.0
208226,be,194.0
208227,be,173.0
208228,be,98.0
208229,be,26.0
208230,be,36000.0
208231,be,36000.0
208232,be,36000.0
208233,be,36000.0
208234,be,13634001.25
208235,be,1320.0
208236,be,216930.0
208237,be,908460.0
208238,be,269666.0
208239,be,20685.0
208240,be,261282.0
208241,be,220933.66666666666
208242,be,39.0
208243,be,385960.0
208244,be,112725.71428571429
208245,be,2880.0
208246,be,462.0
208247,be,36000.0
208248,be,1719900.0
208249,be,464894.1176470588
208250,be,4973285.0
208251,be,24085.833333333332
208252,be,172895.0
208253,be,9960.0
208254,be,61402.0
208255,be,1111740.0
208256,be,52367.0
208257,be,82824.0
208258,be,741780.0
208259,be,2546.0
208260,be,4576140.0
208261,be,36000.0
208262,be,12480.0
208263,be,15219.0
208264,be,218670.0
208265,be,240.0
208266,be,4620.0
208267,be,36000.0
208268,be,36000.0
208269,be,1800.0
208270,be,2340.0
208271,be,36000.0
208272,be,35070.0
208273,be,13572000.0
208274,be,186060.0
208275,be,240.0
208276,be,90180.0
208277,be,32400.0
208278,be,35910.0
208279,be,750.0
208280,be,125544.0
208281,be,50640.0
208282,be,13248.0
208283,be,3025600.0
208284,be,529761.75
208285,be,25.0
208286,be,11760.0
208287,be,23760.0
208288,be,280.0
208289,be,484584.0
208290,be,608580.0
208291,be,63540.0
208292,be,2490.0
208293,be,660.0
208294,be,39600.0
208295,be,7770435.0
208296,be,36000.0
208297,be,307143.0
208298,be,58578.0
208299,be,103.0
208300,be,77160.0
208301,be,1040760.0
208302,be,221690.5
208303,be,238904.0
208304,be,77351.0
208305,be,9430.5
208306,be,10673.0
208307,be,13020.0
208308,be,17657.0
208309,be,151020.0
208310,be,16635.0
208311,be,17819.0
208312,be,996.0
208313,be,8087.5
208314,be,4582233.857142857
208315,be,3545205.4545454546
208316,be,3024139.0
208317,be,758.0
208318,be,456.5
208319,be,43200.0
208320,be,209463.5
208321,be,36000.0
208322,be,66752.0
208323,be,6249.0
208324,be,2221.5
208325,be,2158200.0
208326,be,1294705.5
208327,be,95220.0
208328,be,10800.0
208329,be,60.0
208330,be,2861.0
208331,be,360882.0
208332,be,58920.0
208333,be,3026606.0
208334,be,332308.0
208335,be,256232.0
208336,be,4151.0
208337,be,1642984.705882353
208338,be,947.0
208339,be,2591063.0
208340,be,3000.0
208341,be,221082.0
208342,be,5795.0
208343,be,58263381.0
208344,be,9682164.0
208345,be,5638.0
208346,be,34590.0
208347,be,82020.0
208348,be,253620.0
208349,be,36000.0
208350,be,442378.0
208351,be,4410376.75
208352,be,81955.0
208353,be,1800.0
208354,be,40549.0
208355,be,5025310.285714285
208356,be,980639.6666666666
208357,be,7281896.0
208358,be,72421.0
208359,be,1599498.5
208360,be,1696348.0
208361,be,75842.0
208362,be,359.0
208363,be,57047659.0
208364,be,259406.0
208365,be,1810860.0
208366,be,2940.0
208367,be,228360.0
208368,be,24801805.5
208369,be,2909.0
208370,be,7004.0
208371,be,2160.0
208372,be,2523.0
208373,be,2875315.0
208374,be,242220.0
208375,be,2329.0
208376,be,79576.5
208377,be,163817.5
208378,be,113396.0
208379,be,36000.0
208380,be,10200.0
208381,be,99941.0
208382,be,659319.5
208383,be,2714.0
208384,be,234069.0
208385,be,33840.0
208386,be,36000.0
208387,be,115087.0
208388,be,4540.666666666667
208389,be,11539466.5
208390,be,14400.0
208391,be,10800.0
208392,be,27925.0
208393,be,2713871.3333333335
208394,be,7033.0
208395,be,2151107.0
208396,be,57325.0
208397,be,300.0
208398,be,1467.0
208399,be,26690.444444444445
208400,be,1.0
208401,be,1080.0
208402,be,24644.0
208403,be,70500.0
208404,be,1.0
208405,be,6900.0
208406,be,16.0
208407,be,32400.0
208408,be,14400.0
208409,be,2880.0
208410,be,1253090.8
208411,be,157560.0
208412,be,12000.0
208413,be,31726.0
208414,be,36000.0
208415,be,10800.0
208416,be,162582.5
208417,be,257520.0
208418,be,189.0
208419,be,3316.0
208420,be,414553.0
208421,be,68021.0
208422,be,1204290.0
208423,be,112680.0
208424,be,1500.0
208425,be,7089.0
208426,be,874.0
208427,be,162220.0
208428,be,19400.0
208429,be,276162.0
208430,be,105497.0
208431,be,11094.0
208432,be,222300.0
208433,be,52590.0
208434,be,1204.0
208435,be,1229.0
208436,be,57.0
208437,be,95414.0
208438,be,122302.0
208439,be,238983.0
208440,be,153866.16666666666
208441,be,212370.0
208442,be,48129.5
208443,be,5512.0
208444,be,469630.0
208445,be,5400.0
208446,be,36000.0
208447,be,36000.0
208448,be,6.0
208449,be,1740.0
208450,be,4933.0
208451,be,71760.0
208452,be,243.5
208453,be,1410.0
208454,be,1320.0
208455,be,32055478.0
208456,be,23820.0
208457,be,36000.0
208458,be,26040.0
208459,be,57408.0
208460,be,76200.0
208461,be,359.0
208462,be,5710019.0
208463,be,50490.0
208464,be,14826.0
208465,be,604737.25
208466,be,95640.0
208467,be,2460.0
208468,be,12189808.0
208469,be,36000.0
208470,be,39600.0
208471,be,2950.0
208472,be,1119.5
208473,be,2794.0
208474,be,16620.0
208475,be,7200.0
208476,be,47126.0
208477,be,5483.0
208478,be,36000.0
208479,be,103522.0
208480,be,43200.0
208481,be,3706450.222222222
208482,be,2127377.0
208483,be,679080.0
208484,be,36000.0
208485,be,36000.0
208486,be,36000.0
208487,be,257520.0
208488,be,1.0
208489,be,36000.0
208490,be,89561.0
208491,be,180.0
208492,be,2333100.0
208493,be,30072180.0
208494,be,3612.5
208495,be,5312.0
208496,be,52550.0
208497,be,78873.33333333333
208498,be,3153.0
208499,be,399058.0
208500,be,171490.0
208501,be,250740.0
208502,be,6810.0
208503,be,36000.0
208504,be,10851999.5
208505,be,295440.0
208506,be,610323.0
208507,be,49848.0
208508,be,7418563.0
208509,be,3889.0
208510,be,211266.5
208511,be,2204140.0
208512,be,2396812.5
208513,be,10620.0
208514,be,4798236.5
208515,be,1140.0
208516,be,55423.0
208517,be,84780.0
208518,be,154707.0
208519,be,7795552.0
208520,be,6747208.0
208521,be,853810.7142857143
208522,be,930.0
208523,be,148097.0
208524,be,4807.666666666667
208525,be,36000.0
208526,be,131540.0
208527,be,239574.75
208528,be,73377.42105263157
208529,be,5391.0
208530,be,36000.0
208531,be,6613.0
208532,be,450.0
208533,be,333420.0
208534,be,171089.5
208535,be,316740.0
208536,be,608.0
208537,be,1655.0
208538,be,102855.0
208539,be,83420.0
208540,be,149100.0
208541,be,62204.75
208542,be,844787.0
208543,be,58140.0
208544,be,27220.0
208545,be,243.5
208546,be,2220.0
208547,be,52140.0
208548,be,39600.0
208549,be,37287.0
208550,be,36000.0
208551,be,210336.11111111112
208552,be,14400.0
208553,be,6012.0
208554,be,65820.0
208555,be,843.0
208556,be,2559900.0
208557,be,14400.0
208558,be,161372.0
208559,be,3300.0
208560,be,5640.0
208561,be,3960.0
208562,be,1045091.5
208563,be,32400.0
208564,be,475778.0
208565,be,34500.0
208566,be,5534120.666666667
208567,be,6171.0
208568,be,36000.0
208569,be,430818.0
208570,be,210634.2857142857
208571,be,5340.0
208572,be,1860154.0
208573,be,169650.0
208574,be,780.0
208575,be,33.0
208576,be,19932.0
208577,be,12280.0
208578,be,39600.0
208579,be,36000.0
208580,be,1612.5
208581,be,620437.0
208582,be,53670.0
208583,be,3194490.0
208584,be,15780.0
208585,be,10800.0
208586,be,233.0
208587,be,4800.0
208588,be,27041.0
208589,be,1267.0
208590,be,21586.333333333332
208591,be,132200.0
208592,be,36000.0
208593,be,1291828.0
208594,be,36000.0
208595,be,480.0
208596,be,7200.0
208597,be,14400.0
208598,be,471.5
208599,be,38040.0
208600,be,6240.0
208601,be,143160.33333333334
208602,be,132.0
208603,be,84718.0
208604,be,3109.0
208605,be,1211879.3333333333
208606,be,1210988.3333333333
208607,be,8912330.0
208608,be,27303.0
208609,be,36000.0
208610,be,36000.0
208611,be,922655.0
208612,be,2214.0
208613,be,10860.0
208614,be,5449314.5
208615,be,9009510.0
208616,be,19635188.0
208617,be,2.0
208618,be,3531981.25
208619,be,14365.0
208620,be,7243035.0
208621,be,2718741.5
208622,be,5700.0
208623,be,598200.0
208624,be,220440.0
208625,be,10493340.0
208626,be,4019880.0
208627,be,1121600.0
208628,be,211538.0
208629,be,4738.0
208630,be,68356.5
208631,be,240.0
208632,be,4325136.0
208633,be,3398841.0
208634,be,120.0
208635,be,1740.0
208636,be,3641.75
208637,be,36000.0
208638,be,79680.0
208639,be,4297.0
208640,be,858.0
208641,be,16.5
208642,be,297060.0
208643,be,36000.0
208644,be,36000.0
208645,be,167700.0
208646,be,22885.5
208647,be,514031.0
208648,be,7200.0
208649,be,21852.0
208650,be,98092.0
208651,be,150.0
208652,be,1422.0
208653,be,268.0
208654,be,360.0
208655,be,127860.0
208656,be,175804.0
208657,be,79680.0
208658,be,36000.0
208659,be,844735.0
208660,be,43200.0
208661,be,150.0
208662,be,36000.0
208663,be,36000.0
208664,be,36000.0
208665,be,21336.0
208666,be,996180.0
208667,be,500865.0
208668,be,4242060.0
208669,be,2520.0
208670,be,46022.545454545456
208671,be,39780.0
208672,be,329460.0
208673,be,13980.0
208674,be,4493.0
208675,be,1.5
208676,be,93526.0
208677,be,36000.0
208678,be,3663.0
208679,be,120.0
208680,be,671199.0
208681,be,715.7
208682,be,18591.0
208683,be,7490.0
208684,be,169.0
208685,be,213895.5
208686,be,36000.0
208687,be,231285.0588235294
208688,be,7218.75
208689,be,624600.0
208690,be,300.0
208691,be,5670.0
208692,be,454529.0
208693,be,13004.0
208694,be,520934.0
208695,be,358320.0
208696,be,13.5
208697,be,249.0
208698,be,1031.0
208699,be,1707.0
208700,be,63570.0
208701,be,51959.0
208702,be,3089399.3333333335
208703,be,339799.0
208704,be,513660.0
208705,be,120.0
208706,be,30.0
208707,be,30.0
208708,be,1381740.0
208709,be,990.0
208710,be,85020.0
208711,be,751800.0
208712,be,1.0
208713,be,59.0
208714,be,520861.0
208715,be,690.0
208716,be,363192.5
208717,be,134240.0
208718,be,7209.0
208719,be,43200.0
208720,be,1413.0
208721,be,50406290.0
208722,be,36000.0
208723,be,4384.0
208724,be,14400.0
208725,be,1715.0
208726,be,63.0
208727,be,172949.0
208728,be,1549047.0
208729,be,36000.0
208730,be,30005.0
208731,be,194643.0
208732,be,198360.5
208733,be,36000.0
208734,be,237270.0
208735,be,127825.5
208736,be,43200.0
208737,be,80899.25
208738,be,420.0
208739,be,1337175.6666666667
208740,be,45760.0
208741,be,39600.0
208742,be,1214820.0
208743,be,463242.85714285716
208744,be,434220.0
208745,be,360.0
208746,be,4884.0
208747,be,55590.0
208748,be,36000.0
208749,be,2210.0
208750,be,3159597.0
208751,be,2935993.0
208752,be,11929367.333333334
208753,be,130794.0
208754,be,1.0
208755,be,420.0
208756,be,799.0
208757,be,11124.0
208758,be,489.0
208759,be,76320.0
208760,be,65160.0
208761,be,36000.0
208762,be,160920.0
208763,be,1907025.0
208764,be,16339404.0
208765,be,480300.0
208766,be,43200.0
208767,be,4800.0
208768,be,3360.5
208769,be,371460.0
208770,be,517460.0
208771,be,1587.0
208772,be,1610.0
208773,be,82020.0
208774,be,6391734.0
208775,be,1162410.0
208776,be,2080560.0
208777,be,605760.0
208778,be,36000.0
208779,be,10906.0
208780,be,86040.0
208781,be,7020.0
208782,be,14400.0
208783,be,3029853.0
208784,be,36000.0
208785,be,23280.0
208786,be,14400.0
208787,be,1816020.0
208788,be,2302230.0
208789,be,2596200.0
208790,be,1352280.0
208791,be,3300.0
208792,be,352980.0
208793,be,1.0
208794,be,69000.0
208795,be,1260.0
208796,be,31710.0
208797,be,480.0
208798,be,1590.0
208799,be,2111.0
208800,be,19589.85714285714
208801,be,8.0
208802,be,378.0
208803,be,5576009.0
208804,be,65649.2
208805,be,360912.0
208806,be,23406.0
208807,be,3873.0
208808,be,6499920.0
208809,be,62.5
208810,be,82021.0
208811,be,36000.0
208812,be,16339.0
208813,be,5520.0
208814,be,4620.0
208815,be,108300.0
208816,be,28163.2
208817,be,480.0
208818,be,36000.0
208819,be,1057.0
208820,be,1098.0
208821,be,22123.0
208822,be,10116.0
208823,be,3019.25
208824,be,39600.0
208825,be,10800.0
208826,be,2926.0
208827,be,27060.0
208828,be,60.0
208829,be,3300.0
208830,be,1113.0
208831,be,1971.0
208832,be,2148120.0
208833,be,40976.0
208834,be,3926349.0
208835,be,46188557.0
208836,be,90780.0
208837,be,1440.0
208838,be,36300.0
208839,be,423450.0
208840,be,4339878.0
208841,be,3240.0
208842,be,36000.0
208843,be,16.0
208844,be,14400.0
208845,be,1355520.0
208846,be,5760.0
208847,be,416685.0
208848,be,43200.0
208849,be,289064.0
208850,be,599460.0
208851,be,43200.0
208852,be,684.0
208853,be,12.0
208854,be,9427890.0
208855,be,91539.0
208856,be,20997.75
208857,be,48793.28571428572
208858,be,127422.0
208859,be,2344.0
208860,be,7027.0
208861,be,2980.0
208862,be,14400.0
208863,be,675123840.0
208864,be,9823776.5
208865,be,51374.6
208866,be,4190.5
208867,be,9841.5
208868,be,12600.0
208869,be,8045791.0
208870,be,31205.0
208871,be,60.0
208872,be,557910.0
208873,be,1747616.0
208874,be,790470.0
208875,be,807.5
208876,be,2280.0
208877,be,270933.3333333333
208878,be,5321.0
208879,be,327804.0
208880,be,83466.0
208881,be,400620.0
208882,be,1109710.0
208883,be,204990.0
208884,be,2252154.0
208885,be,24590.0
208886,be,12799.0
208887,be,5640.0
208888,be,420.0
208889,be,331494.5714285714
208890,be,11908479.0
208891,be,3140.0
208892,be,1344915.0
208893,be,12728980.0
208894,be,43200.0
208895,be,1298.0
208896,be,4606.0
208897,be,1060.0
208898,be,375650.75
208899,be,1890.0
208900,be,54.5
208901,be,623290.0
208902,be,35117.0
208903,be,278.0
208904,be,1080.0
208905,be,1.0
208906,be,948561.0
208907,be,1795275.0
208908,be,660.0
208909,be,354.0
208910,be,359.0
208911,be,2809.0
208912,be,44383.5
208913,be,769375.5
208914,be,1.0
208915,be,7113.5
208916,be,12480.0
208917,be,4636.0
208918,be,2094120.0
208919,be,3605.0
208920,be,7577.0
208921,be,2400.0
208922,be,1140.0
208923,be,780.0
208924,be,4110.0
208925,be,3600.0
208926,be,1.0
208927,be,2034.0
208928,be,2359520.0
208929,be,2740.0
208930,be,480.0
208931,be,14764.75
208932,be,85140.0
208933,be,83040.0
208934,be,805935.0
208935,be,450360.0
208936,be,14400.0
208937,be,951552.0
208938,be,613860.0
208939,be,170880.0
208940,be,607620.0
208941,be,845957.0
208942,be,43514.0
208943,be,343.0
208944,be,900674.6666666666
208945,be,1553.0
208946,be,2411760.0
208947,be,960.0
208948,be,3841.5
208949,be,374.0
208950,be,2985.0
208951,be,590340.0
208952,be,54.0
208953,be,360.0
208954,be,29330.333333333332
208955,be,3292.0
208956,be,24.5
208957,be,173371.0
208958,be,292567.5
208959,be,4841.333333333333
208960,be,1304.0
208961,be,3636.75
208962,be,7200.0
208963,be,7200.0
208964,be,4156.666666666667
208965,be,653134.1111111111
208966,be,1740.0
208967,be,25350.0
208968,be,303810.0
208969,be,543.0
208970,be,9581.5
208971,be,87.0
208972,be,3706259.0
208973,be,36000.0
208974,be,79860.0
208975,be,36000.0
208976,be,434640.0
208977,be,379.0
208978,be,5125.0
208979,be,14400.0
208980,be,927.0
208981,be,118.0
208982,be,101513.0
208983,be,2749710.0
208984,be,17400.0
208985,be,2585841.0
208986,be,1005840.0
208987,be,960.0
208988,be,180.0
208989,be,8580.0
208990,be,566252.5
208991,be,14400.0
208992,be,994.0
208993,be,563667.0
208994,be,114.0
208995,be,76200.0
208996,be,164940.0
208997,be,591818.0606060605
208998,be,1140.0
208999,be,25200.0
209000,be,25200.0
209001,be,2787743.0
209002,be,626.0
209003,be,17.0
209004,be,39600.0
209005,be,11593.0
209006,be,298155.5
209007,be,36000.0
209008,be,4591590.0
209009,be,180.0
209010,be,104760.0
209011,be,356460.0
209012,be,43991.375
209013,be,2106561.0
209014,be,14400.0
209015,be,1.0
209016,be,1.0
209017,be,5400.0
209018,be,14400.0
209019,be,600300.0
209020,be,60.0
209021,be,19114033.0
209022,be,51979.0
209023,be,813270.0
209024,be,414480.0
209025,be,132180.0
209026,be,62488.666666666664
209027,be,36000.0
209028,be,64529.0
209029,be,240.0
209030,be,1501840.0
209031,be,1729200.0
209032,be,249000.0
209033,be,1210371.4285714286
209034,be,1374717.142857143
209035,be,1075891.75
209036,be,249000.0
209037,be,482580.0
209038,be,7800.0
209039,be,9586149.0
209040,be,2515094.3333333335
209041,be,33525.666666666664
209042,be,1546.0
209043,be,290070.0
209044,be,215388.6037735849
209045,be,197.66666666666666
209046,be,3406.0
209047,be,6755.0
209048,be,36000.0
209049,be,409.0
209050,be,36000.0
209051,be,1.0
209052,be,1.5
209053,be,470.0
209054,be,77.0
209055,be,120.0
209056,be,3600.0
209057,be,67.0
209058,be,3615325.0
209059,be,105092.0
209060,be,18327.333333333332
209061,be,51060.0
209062,be,87386.0
209063,be,336.0
209064,be,65031.11111111111
209065,be,36000.0
209066,be,759.0
209067,be,5371.0
209068,be,757800.0
209069,be,312660.0
209070,be,4349361.0
209071,be,436800.0
209072,be,118484.4
209073,be,243436.4814814815
209074,be,694440.0
209075,be,45627.0
209076,be,334687.0
209077,be,39600.0
209078,be,2678109.0
209079,be,8200740.0
209080,be,1504722.75
209081,be,1037322.8571428572
209082,be,151080.0
209083,be,86400.11111111111
209084,be,36000.0
209085,be,1190775.0
209086,be,63833.666666666664
209087,be,513928.0
209088,be,20048.0
209089,be,25200.0
209090,be,30660.0
209091,be,2630759.0
209092,be,2871.0
209093,be,480.0
209094,be,36000.0
209095,be,36000.0
209096,be,239.0
209097,be,1437.0
209098,be,91500.0
209099,be,34802.0
209100,be,77820.0
209101,be,36000.0
209102,be,588.0
209103,be,520860.0
209104,be,2902.5
209105,be,3690.5
209106,be,1511.0
209107,be,960.0
209108,be,76200.0
209109,be,502068.0
209110,be,75510.0
209111,be,24660.0
209112,be,406.75
209113,be,1309.0
209114,be,8160.0
209115,be,1039330.0
209116,be,51.0
209117,be,36000.0
209118,be,69390.0
209119,be,2725605.0
209120,be,3237.0
209121,be,10500.0
209122,be,1950.0
209123,be,36000.0
209124,be,2828650.4
209125,be,1018.6666666666666
209126,be,1.0
209127,be,314760.0
209128,be,43980.0
209129,be,11730.0
209130,be,1252.5
209131,be,3150.0
209132,be,48283.5
209133,be,120.0
209134,be,179137.0
209135,be,1620.0
209136,be,8832.0
209137,be,36000.0
209138,be,460649.25
209139,be,14550.0
209140,be,484931.0
209141,be,56021.0
209142,be,784825.0
209143,be,36000.0
209144,be,1763957.0
209145,be,4860.0
209146,be,1331.0
209147,be,1121338.3333333333
209148,be,6986045.0
209149,be,1095.0
209150,be,1690.0
209151,be,3184.0
209152,be,2640.0
209153,be,36000.0
209154,be,704.0
209155,be,43560.0
209156,be,36000.0
209157,be,526.0
209158,be,1981802.0
209159,be,33479.0
209160,be,2618.5
209161,be,22.0
209162,be,39965.333333333336
209163,be,2363940.0
209164,be,35572.666666666664
209165,be,45506.333333333336
209166,be,36000.0
209167,be,172071.0
209168,be,9333060.0
209169,be,302196.0
209170,be,870.0
209171,be,36000.0
209172,be,8080.0
209173,be,84000.0
209174,be,72936.0
209175,be,3960.0
209176,be,223800.0
209177,be,128900.0
209178,be,726280.0
209179,be,36000.0
209180,be,166560.0
209181,be,408300.0
209182,be,1719840.0
209183,be,4685.0
209184,be,12840.0
209185,be,187720.0
209186,be,112060.0
209187,be,187203.4
209188,be,2365.0
209189,be,92189.0
209190,be,91200.0
209191,be,32700.0
209192,be,236700.0
209193,be,506940.0
209194,be,14040.0
209195,be,96690.0
209196,be,19934940.0
209197,be,36000.0
209198,be,513060.0
209199,be,379128.125
209200,be,39992.0
209201,be,1571.0
209202,be,256571.0
209203,be,10800.0
209204,be,14315.5
209205,be,2768.0
209206,be,4930020.0
209207,be,17472.0
209208,be,4532.0
209209,be,13821510.0
209210,be,4832143.5
209211,be,670356600.0
209212,be,37500.0
209213,be,21617059.0
209214,be,15363312.666666666
209215,be,76410.0
209216,be,3300.0
209217,be,1250.6
209218,be,390.0
209219,be,368.0
209220,be,1125270.0
209221,be,1380.0
209222,be,11031.0
209223,be,2363.0
209224,be,12546859.0
209225,be,3207320.0
209226,be,2899480.5384615385
209227,be,775740.0
209228,be,459960.0
209229,be,600.0
209230,be,60480.0
209231,be,29940.0
209232,be,199500.0
209233,be,13152.0
209234,be,36000.0
209235,be,1988097.0
209236,be,1080.0
209237,be,1740.0
209238,be,3360.0
209239,be,176.0
209240,be,8548.0
209241,be,282.0
209242,be,220294.5
209243,be,80879.0
209244,be,4137.0
209245,be,344087.0
209246,be,240.0
209247,be,36000.0
209248,be,5020.0
209249,be,36000.0
209250,be,313.0
209251,be,10422060.0
209252,be,15482034.0
209253,be,47149695.0
209254,be,7714380.0
209255,be,2917.0
209256,be,547.0
209257,be,8538848.0
209258,be,10647.0
209259,be,1380.0
209260,be,3860.5
209261,be,4183.0
209262,be,4634.0
209263,be,569.0
209264,be,248602.5
209265,be,658851720.0
209266,be,152107.5
209267,be,34710.0
209268,be,247827.0
209269,be,313920.0
209270,be,1853808.0
209271,be,480.0
209272,be,4500.0
209273,be,575359.0
209274,be,88412.5
209275,be,9371.0
209276,be,7085.0
209277,be,1.0
209278,be,743.0
209279,be,7907610.0
209280,be,36000.0
209281,be,36000.0
209282,be,72480.0
209283,be,36000.0
209284,be,605.0
209285,be,2144940.0
209286,be,2330862.0
209287,be,30215.0
209288,be,901.0
209289,be,3625762.0
209290,be,29530.0
209291,be,71013.0
209292,be,39600.0
209293,be,4620.0
209294,be,223827.0
209295,be,14400.0
209296,be,545.0
209297,be,66480.0
209298,be,122240.0
209299,be,36000.0
209300,be,2552.0
209301,be,3283680.0
209302,be,39600.0
209303,be,39600.0
209304,be,36000.0
209305,be,39600.0
209306,be,36000.0
209307,be,36000.0
209308,be,4267.5
209309,be,36000.0
209310,be,169890.0
209311,be,938846.0
209312,be,36000.0
209313,be,17640.0
209314,be,45400.0
209315,be,960.0
209316,be,259293.0
209317,be,3252.0
209318,be,36000.0
209319,be,4046.0
209320,be,4419.0
209321,be,168611.0
209322,be,1176634.0
209323,be,472620.0
209324,be,712620.0
209325,be,90528.0
209326,be,45780.0
209327,be,310.0
209328,be,4860.0
209329,be,13246.5
209330,be,229.0
209331,be,2400.0
209332,be,151187.0
209333,be,5825.0
209334,be,56813.0
209335,be,1642.0
209336,be,240.0
209337,be,66900.0
209338,be,780.0
209339,be,143454.33333333334
209340,be,144516.0
209341,be,12460.0
209342,be,33267.0
209343,be,966295.3333333334
209344,be,739.0
209345,be,153900.0
209346,be,198838.0
209347,be,49064.0
209348,be,52298.0
209349,be,999.0
209350,be,2760.0
209351,be,43200.0
209352,be,537754.25
209353,be,33390.0
209354,be,49320.0
209355,be,34020.0
209356,be,36000.0
209357,be,14901318.5
209358,be,59823.0
209359,be,462.5
209360,be,237060.0
209361,be,175260.0
209362,be,12120.0
209363,be,194640.0
