                           Multiple Comparison of Means - Tukey HSD, FWER=0.05                            
==========================================================================================================
              group1                            group2              meandiff p-adj  lower    upper  reject
                           energy                             river    0.438   0.9  -30.974 31.8499  False
                           energy                                ro   -5.776   0.9 -53.2283 41.6763  False
                           energy                          rounders  -4.7458   0.9 -41.7081 32.2165  False
                           energy                              send  -5.4211   0.9 -23.8556 13.0133  False
                           energy                            series  -2.8767   0.9 -36.7121 30.9587  False
                           energy                              show  -1.8445   0.9 -49.2968 45.6078  False
                           energy                               sit  -6.3427   0.9  -53.795 41.1096  False
                           energy                              site    3.839   0.9  -10.907  18.585  False
                           energy                               sky  -5.4856   0.9 -46.6958 35.7246  False
                           energy                          software   2.3013   0.9 -23.0306 27.6332  False
                           energy                          solution  -2.9707   0.9 -14.4376  8.4962  False
                           energy                               sop  -3.8775   0.9 -26.5122 18.7572  False
                           energy                             start  -5.9487   0.9  -53.401 41.5036  False
                           energy                         stateroom  -4.9418   0.9 -32.7963 22.9128  False
                           energy                             steak    2.059   0.9 -39.1512 43.2692  False
                           energy                             stout  -6.0356   0.9 -47.2458 35.1745  False
                           energy                            system  -1.1597   0.9   -7.903  5.5835  False
                           energy                              take  -2.2387   0.9 -36.0741 31.5967  False
                           energy                           thymine  -4.3191   0.9 -35.7311 27.0928  False
                           energy                              time  -0.9685   0.9 -11.0892  9.1522  False
                           energy                             title  -4.4612   0.9 -21.3113 12.3889  False
                           energy                             today    6.168   0.9 -13.0678 25.4038  False
                           energy                 topographic_point  -4.5899   0.9 -16.3617  7.1819  False
                           energy                            travel   2.6347   0.9 -12.1114 17.3807  False
                           energy                            valley   5.0655   0.9   -28.77 38.9009  False
                           energy                           verdict  -6.1038   0.9 -37.5158 25.3081  False
                           energy                             video  -5.5436   0.9 -30.8755 19.7883  False
                           energy                         vitamin_e   4.8903   0.9  -8.0778 17.8584  False
                           energy                              week  -0.6599   0.9  -7.3171  5.9972  False
                           energy                              well   -6.353   0.9 -53.8053 41.0993  False
                           energy                              will   1.3548   0.9  -7.3205 10.0301  False
                           energy                          williams  -2.3526   0.9 -26.6712 21.9659  False
                           energy                              work  -5.8526   0.9  -39.688 27.9828  False
                          envelop                            europe  -2.6128   0.9 -64.8551 59.6294  False
                          envelop                         execution  16.5302   0.9 -37.1158 70.1763  False
                          envelop                       extenuation  -2.0872   0.9 -56.4167 52.2423  False
                          envelop     eysenck_personality_inventory   0.9589   0.9 -46.8783  48.796  False
                          envelop federal_communications_commission   0.1099   0.9 -48.7169 48.9368  False
                          envelop                          feedback  -1.8555   0.9 -64.0978 60.3867  False
                          envelop                         fiduciary   3.2443   0.9 -46.7809 53.2695  False
                          envelop                              find   4.3495   0.9 -48.2548 56.9538  False
                          envelop                             first  -2.8285   0.9 -65.0707 59.4138  False
                          envelop                              font  -2.4883   0.9 -55.0926  50.116  False
                          envelop                             force   0.7957   0.9   -48.23 49.8214  False
                          envelop                           forward   5.7752   0.9 -44.5242 56.0745  False
                          envelop                              free  -2.3155   0.9 -61.8305 57.1994  False
                          envelop                               get  -2.2365   0.9 -51.1092 46.6362  False
                          envelop                             ghost  -2.1871   0.9 -68.7269 64.3526  False
                          envelop                              give  -2.3601   0.9 -61.8751 57.1549  False
                          envelop                              good   0.0969   0.9 -54.2326 54.4264  False
                          envelop                            graham    6.883   0.9 -59.6568 73.4227  False
                          envelop                         grapevine   2.6882   0.9 -45.3462 50.7227  False
                          envelop                              have   0.8267   0.9 -46.4002 48.0535  False
                          envelop                           hawkins   12.603   0.9 -53.9368 79.1427  False
                          envelop                            hazard   1.1599   0.9 -51.0382  53.358  False
                          envelop                          hazelnut   2.3694   0.9  -53.867 58.6057  False
                          envelop                              help  -1.7761   0.9 -68.3159 64.7636  False
                          envelop                              hope  -2.7138   0.9 -69.2536 63.8259  False
                          envelop                               hot   21.826   0.9 -44.7137 88.3658  False
                          envelop         hypertext_markup_language  -2.0588   0.9 -58.2952 54.1775  False
                          envelop                           include  -1.9912   0.9 -61.5062 57.5238  False
                          envelop                       independent   1.7746   0.9 -45.3306 48.8799  False
                          envelop                            indian   2.2032   0.9 -49.0692 53.4755  False
                          envelop                       information   2.6581   0.9 -44.4249  49.741  False
                          envelop                            intend    3.943   0.9 -62.5968 70.4828  False
                          envelop                        interested    -1.35   0.9 -63.5923 60.8922  False
                          envelop                            jobber  -0.1872   0.9 -54.5167 54.1423  False
                          envelop                          jonathan   7.0803   0.9 -44.4612 58.6218  False
                          envelop                              just   0.8037   0.9 -56.8214 58.4288  False
                          envelop                             karen  14.5422   0.9 -44.9727 74.0572  False
                          envelop                              keep  -2.7352   0.9  -69.275 63.8045  False
                          envelop                              know  -2.2849   0.9 -54.1323 49.5625  False
                          envelop                             large   3.0997   0.9 -63.4401 69.6395  False
                          envelop                             leave  -2.9336   0.9 -69.4734 63.6061  False
                          envelop                               let   5.2513   0.9 -49.0782 59.5808  False
                          envelop                              link  -2.8392   0.9 -60.4643  54.786  False
                          envelop                          longhorn   9.2134   0.9 -57.3264 75.7531  False
                          envelop                              look  -2.7938   0.9 -62.3088 56.7211  False
                          envelop                             lumen   5.2193   0.9 -52.4058 62.8444  False
                          envelop                              make   0.9492   0.9 -46.4302 48.3285  False
                          envelop                         mammogram  -2.0809   0.9 -54.6853 50.5234  False
                          envelop                            manner   6.7649   0.9 -41.4873 55.0171  False
                          envelop                              mark   0.5573   0.9 -48.7899 49.9045  False
                          envelop                          medicare   4.5424   0.9 -48.5379 57.6228  False
                          envelop                         megahertz  -2.1912   0.9 -55.2715 50.8892  False
                          envelop                             metro   0.6266   0.9 -49.6728 50.9259  False
                          envelop                           michael  12.0873   0.9 -38.9464  63.121  False
                          envelop                        milliliter   1.6496   0.9 -45.6158  48.915  False
                          envelop                           million   1.8018   0.9  -45.336 48.9397  False
                          envelop                           minutes   0.9804   0.9 -46.8481 48.8088  False
                          envelop                          misstate  -0.7331   0.9 -52.2746 50.8084  False
                          envelop                            mister   1.8504   0.9 -54.3859 58.0868  False
                          envelop                    monetary_value  -1.8016   0.9 -50.3623 46.7592  False
                          envelop                             money   1.0155   0.9 -47.9564 49.9875  False
                          envelop                              more  -2.7308   0.9 -62.2457 56.7842  False
                          envelop                            mortal  12.2561   0.9 -43.9803 68.4924  False
                          envelop                              much  -2.9499   0.9 -65.1921 59.2924  False
                          envelop                           natural  -0.2859   0.9 -59.8009  59.229  False
                          envelop                       necessitate  -2.0298   0.9 -54.6341 50.5745  False
                          envelop                       negotiation  -2.4684   0.9 -60.0936 55.1567  False
                          envelop                               new  -1.1574   0.9 -51.9779 49.6632  False
                          envelop                              noon   1.8597   0.9 -47.2831 51.0026  False
                          envelop                          northern  -2.9107   0.9 -69.4504 63.6291  False
                          envelop                           numbers   0.0853   0.9  -47.453 47.6237  False
                          envelop                             omaha  -2.3124   0.9 -57.4843 52.8595  False
                          envelop                                on   1.8104   0.9  -45.416 49.0368  False
                          envelop                       opportunity  -2.7921   0.9 -62.3071 56.7229  False
                          envelop                               owe  -2.6585   0.9 -69.1982 63.8813  False
                          envelop                            parent  -1.6265   0.9 -61.1415 57.8884  False
                          envelop                               pay  -2.3009   0.9 -57.4728 52.8709  False
                          envelop                       performance  -1.5605   0.9 -56.7324 53.6113  False
                          envelop                            please   0.6535   0.9 -48.0487 49.3556  False
                          envelop                            plenty  12.3558   0.9 -54.1839 78.8956  False
                          envelop                     post_exchange   0.1342   0.9 -51.4072 51.6757  False
                          envelop                         president  -1.2521   0.9 -51.4083 48.9041  False
                          envelop                           problem   0.3445   0.9 -47.7481  48.437  False
                          envelop                          proclaim  -0.1352   0.9  -49.731 49.4606  False
                          envelop                              pulp  -1.7258   0.9 -54.8062 51.3545  False
                          envelop                               put   3.0326   0.9 -59.2097 65.2748  False
                          envelop                        quadriceps  -2.3372   0.9 -58.5736 53.8991  False
                          envelop                             rates   0.9808   0.9  -46.944 48.9056  False
                          envelop                           receive   7.6945   0.9 -48.5418 63.9309  False
                          envelop                       recognition  -0.3819   0.9 -62.6242 61.8603  False
                          envelop                             refer  -2.6662   0.9  -69.206 63.8735  False
                          envelop                             river   3.8691   0.9 -52.3673 60.1054  False
                          envelop                                ro  -2.3449   0.9 -68.8847 64.1949  False
                          envelop                          rounders  -1.3147   0.9 -60.8297 58.2003  False
                          envelop                              send    -1.99   0.9 -52.1463 48.1662  False
                          envelop                            series   0.5544   0.9 -57.0707 58.1795  False
                          envelop                              show   1.5866   0.9 -64.9531 68.1264  False
                          envelop                               sit  -2.9116   0.9 -69.4513 63.6282  False
                          envelop                              site   7.2701   0.9 -41.6509 56.1911  False
                          envelop                               sky  -2.0545   0.9 -64.2968 60.1878  False
                          envelop                          software   5.7324   0.9 -47.3479 58.8128  False
                          envelop                          solution   0.4604   0.9 -47.5741 48.4948  False
                          envelop                               sop  -0.4464   0.9 -52.2937  51.401  False
                          envelop                             start  -2.5176   0.9 -69.0574 64.0222  False
                          envelop                         stateroom  -1.5106   0.9 -55.8401 52.8188  False
                          envelop                             steak   5.4901   0.9 -56.7521 67.7324  False
                          envelop                             stout  -2.6045   0.9 -64.8468 59.6377  False
                          envelop                            system   2.2714   0.9 -44.8592  49.402  False
                          envelop                              take   1.1924   0.9 -56.4327 58.8176  False
                          envelop                           thymine   -0.888   0.9 -57.1244 55.3483  False
                          envelop                              time   2.4626   0.9 -45.2684 50.1936  False
                          envelop                             title  -1.0301   0.9 -50.6259 48.5657  False
                          envelop                             today   9.5991   0.9 -40.8572 60.0554  False
                          envelop                 topographic_point  -1.1588   0.9  -49.267 46.9494  False
                          envelop                            travel   6.0658   0.9 -42.8552 54.9868  False
                          envelop                            valley   8.4966   0.9 -49.1286 66.1217  False
                          envelop                           verdict  -2.6727   0.9 -58.9091 53.5636  False
                          envelop                             video  -2.1125   0.9 -55.1928 50.9679  False
                          envelop                         vitamin_e   8.3214   0.9 -40.0934 56.7362  False
                          envelop                              week   2.7712   0.9 -44.3472 49.8895  False
                          envelop                              well  -2.9219   0.9 -69.4617 63.6179  False
                          envelop                              will   4.7859   0.9 -42.6596 52.2315  False
                          envelop                          williams   1.0785   0.9 -51.5258 53.6828  False
                          envelop                              work  -2.4215   0.9 -60.0466 55.2036  False
                           europe                         execution  19.1431   0.9 -29.0695 67.3557  False
                           europe                       extenuation   0.5256   0.9 -48.4463 49.4976  False
                           europe     eysenck_personality_inventory   3.5717   0.9  -38.081 45.2244  False
                           europe federal_communications_commission   2.7228   0.9 -40.0629 45.5085  False
                           europe                          feedback   0.7573   0.9 -56.8678 58.3824  False
                           europe                         fiduciary   5.8572   0.9 -38.2912 50.0056  False
                           europe                              find   6.9624   0.9 -40.0884 54.0131  False
                           europe                             first  -0.2156   0.9 -57.8407 57.4095  False
                           europe                              font   0.1245   0.9 -46.9262 47.1753  False
                           europe                             force   3.4086   0.9  -39.604 46.4211  False
                           europe                           forward    8.388   0.9 -36.0708 52.8467  False
                           europe                              free   0.2973   0.9 -54.3707 54.9653  False
                           europe                               get   0.3764   0.9 -42.4617 43.2144  False
                           europe                             ghost   0.4257   0.9 -61.8165  62.668  False
                           europe                              give   0.2528   0.9 -54.4152 54.9207  False
                           europe                              good   2.7098   0.9 -46.2622 51.6817  False
                           europe                            graham   9.4958   0.9 -52.7464 71.7381  False
                           europe                         grapevine   5.3011   0.9 -36.5781 47.1803  False
                           europe                              have   3.4395   0.9 -37.5108 44.3899  False
                           europe                           hawkins  15.2158   0.9 -47.0264 77.4581  False
                           europe                            hazard   3.7728   0.9 -42.8234 50.3689  False
                           europe                          hazelnut   4.9822   0.9  -46.097 56.0614  False
                           europe                              help   0.8367   0.9 -61.4055  63.079  False
                           europe                              hope   -0.101   0.9 -62.3432 62.1413  False
                           europe                               hot  24.4389   0.9 -37.8034 86.6811  False
                           europe         hypertext_markup_language    0.554   0.9 -50.5252 51.6332  False
                           europe                           include   0.6216   0.9 -54.0464 55.2896  False
                           europe                       independent   4.3875   0.9 -36.4226 45.1976  False
                           europe                            indian    4.816   0.9 -40.7406 50.3727  False
                           europe                       information   5.2709   0.9 -35.5134 46.0552  False
                           europe                            intend   6.5559   0.9 -55.6864 68.7981  False
                           europe                        interested   1.2628   0.9 -56.3623 58.8879  False
                           europe                            jobber   2.4257   0.9 -46.5463 51.3976  False
                           europe                          jonathan   9.6931   0.9 -36.1662 55.5525  False
                           europe                              just   3.4165   0.9 -49.1878 56.0208  False
                           europe                             karen  17.1551   0.9 -37.5129 71.8231  False
                           europe                              keep  -0.1224   0.9 -62.3647 62.1199  False
                           europe                              know    0.328   0.9 -45.8749 46.5309  False
                           europe                             large   5.7125   0.9 -56.5297 67.9548  False
                           europe                             leave  -0.3208   0.9  -62.563 61.9215  False
                           europe                               let   7.8642   0.9 -41.1078 56.8361  False
                           europe                              link  -0.2263   0.9 -52.8306  52.378  False
                           europe                          longhorn  11.8262   0.9  -50.416 74.0685  False
                           europe                              look   -0.181   0.9  -54.849  54.487  False
                           europe                             lumen   7.8321   0.9 -44.7722 60.4365  False
                           europe                              make    3.562   0.9 -37.5641 44.6882  False
                           europe                         mammogram   0.5319   0.9 -46.5188 47.5826  False
                           europe                            manner   9.3778   0.9  -32.751 51.5065  False
                           europe                              mark   3.1701   0.9 -40.2085 46.5488  False
                           europe                          medicare   7.1553   0.9 -40.4271 54.7377  False
                           europe                         megahertz   0.4217   0.9 -47.1607 48.0041  False
                           europe                             metro   3.2394   0.9 -41.2194 47.6981  False
                           europe                           michael  14.7001   0.9 -30.5878  59.988  False
                           europe                        milliliter   4.2624   0.9 -36.7324 45.2572  False
                           europe                           million   4.4147   0.9 -36.4331 45.2624  False
                           europe                           minutes   3.5932   0.9 -38.0496  45.236  False
                           europe                          misstate   1.8798   0.9 -43.9796 47.7391  False
                           europe                            mister   4.4633   0.9 -46.6159 55.5425  False
                           europe                    monetary_value   0.8113   0.9 -41.6705 43.2931  False
                           europe                             money   3.6284   0.9 -39.3229 46.5796  False
                           europe                              more  -0.1179   0.9 -54.7859 54.5501  False
                           europe                            mortal  14.8689   0.9 -36.2103 65.9481  False
                           europe                              much   -0.337   0.9 -57.9621 57.2881  False
                           europe                           natural   2.3269   0.9 -52.3411 56.9949  False
                           europe                       necessitate   0.5831   0.9 -46.4677 47.6338  False
                           europe                       negotiation   0.1444   0.9 -52.4599 52.7487  False
                           europe                               new   1.4555   0.9 -43.5922 46.5031  False
                           europe                              noon   4.4726   0.9 -38.6734 47.6186  False
                           europe                          northern  -0.2978   0.9 -62.5401 61.9444  False
                           europe                           numbers   2.6982   0.9  -38.611 44.0074  False
                           europe                             omaha   0.3004   0.9 -49.6044 50.2053  False
                           europe                                on   4.4232   0.9 -36.5266 45.3731  False
                           europe                       opportunity  -0.1793   0.9 -54.8473 54.4887  False
                           europe                               owe  -0.0456   0.9 -62.2879 62.1966  False
                           europe                            parent   0.9863   0.9 -53.6817 55.6543  False
                           europe                               pay   0.3119   0.9 -49.5929 50.2167  False
                           europe                       performance   1.0523   0.9 -48.8525 50.9571  False
                           europe                            please   3.2663   0.9  -39.377 45.9097  False
                           europe                            plenty  14.9687   0.9 -47.2736 77.2109  False
                           europe                     post_exchange   2.7471   0.9 -43.1123 48.6065  False
                           europe                         president   1.3607   0.9  -42.936 45.6575  False
                           europe                           problem   2.9573   0.9 -38.9885 44.9031  False
                           europe                          proclaim   2.4777   0.9 -41.1836 46.1389  False
                           europe                              pulp    0.887   0.9 -46.6954 48.4694  False
                           europe                               put   5.6454   0.9 -51.9797 63.2706  False
                           europe                        quadriceps   0.2756   0.9 -50.8036 51.3548  False
                           europe                             rates   3.5937   0.9 -38.1597  45.347  False
                           europe                           receive  10.3074   0.9 -40.7718 61.3866  False
                           europe                       recognition   2.2309   0.9 -55.3942 59.8561  False
                           europe                             refer  -0.0534   0.9 -62.2956 62.1889  False
                           europe                             river   6.4819   0.9 -44.5973 57.5611  False
                           europe                                ro   0.2679   0.9 -61.9743 62.5102  False
                           europe                          rounders   1.2981   0.9 -53.3699 55.9661  False
                           europe                              send   0.6228   0.9  -43.674 44.9196  False
                           europe                            series   3.1673   0.9 -49.4371 55.7716  False
                           europe                              show   4.1995   0.9 -58.0428 66.4417  False
                           europe                               sit  -0.2987   0.9  -62.541 61.9435  False
                           europe                              site   9.8829   0.9 -33.0102 52.7761  False
                           europe                               sky   0.5583   0.9 -57.0668 58.1835  False
                           europe                          software   8.3453   0.9 -39.2371 55.9277  False
                           europe                          solution   3.0732   0.9  -38.806 44.9524  False
                           europe                               sop   2.1665   0.9 -44.0364 48.3694  False
                           europe                             start   0.0953   0.9  -62.147 62.3375  False
                           europe                         stateroom   1.1022   0.9 -47.8697 50.0741  False
                           europe                             steak    8.103   0.9 -49.5222 65.7281  False
                           europe                             stout   0.0083   0.9 -57.6168 57.6334  False
                           europe                            system   4.8842   0.9 -35.9551 45.7235  False
                           europe                              take   3.8053   0.9  -48.799 56.4096  False
                           europe                           thymine   1.7248   0.9 -49.3544  52.804  False
                           europe                              time   5.0754   0.9 -36.4553 46.6062  False
                           europe                             title   1.5828   0.9 -42.0785  45.244  False
                           europe                             today  12.2119   0.9 -32.4243 56.8482  False
                           europe                 topographic_point    1.454   0.9 -40.5097 43.4178  False
                           europe                            travel   8.6786   0.9 -34.2145 51.5718  False
                           europe                            valley  11.1094   0.9 -41.4949 63.7137  False
                           europe                           verdict  -0.0599   0.9 -51.1391 51.0193  False
                           europe                             video   0.5004   0.9  -47.082 48.0828  False
                           europe                         vitamin_e  10.9343   0.9 -31.3806 53.2491  False
                           europe                              week    5.384   0.9 -35.4412 46.2092  False
                           europe                              well  -0.3091   0.9 -62.5513 61.9332  False
                           europe                              will   7.3988   0.9 -33.8036 48.6012  False
                           europe                          williams   3.6913   0.9 -43.3594  50.742  False
                           europe                              work   0.1914   0.9 -52.4129 52.7957  False
                        execution                       extenuation -18.6175   0.9 -56.0615 18.8266  False
                        execution     eysenck_personality_inventory -15.5714   0.9 -42.7514 11.6086  False
                        execution federal_communications_commission -16.4203   0.9 -45.3067  12.466  False
                        execution                          feedback -18.3858   0.9 -66.5984 29.8268  False
                        execution                         fiduciary -13.2859   0.9 -44.1547 17.5829  False
                        execution                              find -12.1807   0.9 -47.0745  22.713  False
                        execution                             first -19.3587   0.9 -67.5713 28.8539  False
                        execution                              font -19.0185   0.9 -53.9123 15.8752  False
                        execution                             force -15.7345   0.9 -44.9558 13.4867  False
                        execution                           forward -10.7551   0.9 -42.0662  20.556  False
                        execution                              free -18.8458   0.9  -63.482 25.7904  False
                        execution                               get -18.7667   0.9 -47.7305 10.1971  False
                        execution                             ghost -18.7174   0.9 -72.3634 34.9287  False
                        execution                              give -18.8903   0.9 -63.5266 25.7459  False
                        execution                              good -16.4333   0.9 -53.8773 21.0107  False
                        execution                            graham  -9.6473   0.9 -63.2933 43.9988  False
                        execution                         grapevine  -13.842   0.9 -41.3678 13.6838  False
                        execution                              have -15.7036   0.9 -41.7945 10.3873  False
                        execution                           hawkins  -3.9273   0.9 -57.5734 49.7188  False
                        execution                            hazard -15.3703   0.9 -49.6486  18.908  False
                        execution                          hazelnut -14.1609   0.9 -54.3217 25.9999  False
                        execution                              help -18.3064   0.9 -71.9524 35.3397  False
                        execution                              hope -19.2441   0.9 -72.8901  34.402  False
                        execution                               hot   5.2958   0.9 -48.3503 58.9419  False
                        execution         hypertext_markup_language -18.5891   0.9 -58.7499 21.5717  False
                        execution                           include -18.5215   0.9 -63.1577 26.1148  False
                        execution                       independent -14.7556   0.9 -40.6258 11.1146  False
                        execution                            indian -14.3271   0.9 -47.1785 18.5243  False
                        execution                       information -13.8722   0.9 -39.7018 11.9574  False
                        execution                            intend -12.5872   0.9 -66.2333 41.0588  False
                        execution                        interested -17.8803   0.9 -66.0929 30.3324  False
                        execution                            jobber -16.7174   0.9 -54.1614 20.7266  False
                        execution                          jonathan    -9.45   0.9 -42.7198 23.8199  False
                        execution                              just -15.7266   0.9   -57.81 26.3569  False
                        execution                             karen   -1.988   0.9 -46.6242 42.6482  False
                        execution                              keep -19.2655   0.9 -72.9116 34.3806  False
                        execution                              know -18.8151   0.9  -52.557 14.9267  False
                        execution                             large -13.4305   0.9 -67.0766 40.2155  False
                        execution                             leave -19.4639   0.9   -73.11 34.1822  False
                        execution                               let -11.2789   0.9 -48.7229 26.1651  False
                        execution                              link -19.3694   0.9 -61.4529  22.714  False
                        execution                          longhorn  -7.3169   0.9  -60.963 46.3292  False
                        execution                              look -19.3241   0.9 -63.9603 25.3121  False
                        execution                             lumen -11.3109   0.9 -53.3944 30.7725  False
                        execution                              make -15.5811   0.9 -41.9471 10.7849  False
                        execution                         mammogram -18.6112   0.9 -53.5049 16.2826  False
                        execution                            manner  -9.7653   0.9 -37.6694 18.1387  False
                        execution                              mark -15.9729   0.9 -45.7304 13.7845  False
                        execution                          medicare -11.9878   0.9 -47.5952 23.6196  False
                        execution                         megahertz -18.7214   0.9 -54.3288  16.886  False
                        execution                             metro -15.9037   0.9 -47.2148 15.4074  False
                        execution                           michael   -4.443   0.9 -36.9206 28.0347  False
                        execution                        milliliter -14.8807   0.9 -41.0413 11.2799  False
                        execution                           million -14.7284   0.9 -40.6579 11.2011  False
                        execution                           minutes -15.5499   0.9 -42.7146 11.6149  False
                        execution                          misstate -17.2633   0.9 -50.5332 16.0066  False
                        execution                            mister -14.6798   0.9 -54.8406  25.481  False
                        execution                    monetary_value -18.3318   0.9 -46.7661 10.1025  False
                        execution                             money -15.5147   0.9 -44.6457 13.6162  False
                        execution                              more  -19.261   0.9 -63.8972 25.3752  False
                        execution                            mortal  -4.2742   0.9  -44.435 35.8866  False
                        execution                              much -19.4801   0.9 -67.6927 28.7325  False
                        execution                           natural -16.8162   0.9 -61.4524   27.82  False
                        execution                       necessitate   -18.56   0.9 -53.4538 16.3337  False
                        execution                       negotiation -18.9987   0.9 -61.0821 23.0848  False
                        execution                               new -17.6876   0.9 -49.8294 14.4542  False
                        execution                              noon -14.6705   0.9 -44.0879 14.7469  False
                        execution                          northern -19.4409   0.9  -73.087 34.2051  False
                        execution                           numbers -16.4449   0.9 -43.0954 10.2056  False
                        execution                             omaha -18.8427   0.9 -57.4988 19.8135  False
                        execution                                on -14.7199   0.9   -40.81 11.3702  False
                        execution                       opportunity -19.3223   0.9 -63.9586 25.3139  False
                        execution                               owe -19.1887   0.9 -72.8348 34.4574  False
                        execution                            parent -18.1568   0.9  -62.793 26.4795  False
                        execution                               pay -18.8312   0.9 -57.4873 19.8249  False
                        execution                       performance -18.0908   0.9 -56.7469 20.5653  False
                        execution                            please -15.8768   0.9 -44.5518 12.7983  False
                        execution                            plenty  -4.1744   0.9 -57.8205 49.4716  False
                        execution                     post_exchange  -16.396   0.9 -49.6659 16.8739  False
                        execution                         president -17.7823   0.9  -48.863 13.2983  False
                        execution                           problem -16.1858   0.9 -43.8128 11.4413  False
                        execution                          proclaim -16.6654   0.9 -46.8334 13.5025  False
                        execution                              pulp -18.2561   0.9 -53.8635 17.3513  False
                        execution                               put -13.4977   0.9 -61.7103  34.715  False
                        execution                        quadriceps -18.8675   0.9 -59.0283 21.2933  False
                        execution                             rates -15.5494   0.9 -42.8834 11.7846  False
                        execution                           receive  -8.8357   0.9 -48.9965 31.3251  False
                        execution                       recognition -16.9122   0.9 -65.1248 31.3005  False
                        execution                             refer -19.1965   0.9 -72.8425 34.4496  False
                        execution                             river -12.6612   0.9  -52.822 27.4996  False
                        execution                                ro -18.8752   0.9 -72.5212 34.7709  False
                        execution                          rounders  -17.845   0.9 -62.4812 26.7913  False
                        execution                              send -18.5203   0.9 -49.6009 12.5604  False
                        execution                            series -15.9758   0.9 -58.0593 26.1076  False
                        execution                              show -14.9436   0.9 -68.5897 38.7025  False
                        execution                               sit -19.4418   0.9 -73.0879 34.2043  False
                        execution                              site  -9.2601   0.9 -38.3054 19.7851  False
                        execution                               sky -18.5847   0.9 -66.7974 29.6279  False
                        execution                          software -10.7978   0.9 -46.4052 24.8096  False
                        execution                          solution -16.0699   0.9 -43.5957  11.456  False
                        execution                               sop -16.9766   0.9 -50.7184 16.7652  False
                        execution                             start -19.0478   0.9 -72.6939 34.5982  False
                        execution                         stateroom -18.0409   0.9 -55.4849 19.4031  False
                        execution                             steak -11.0401   0.9 -59.2528 37.1725  False
                        execution                             stout -19.1348   0.9 -67.3474 29.0779  False
                        execution                            system -14.2589   0.9 -40.1751 11.6574  False
                        execution                              take -15.3378   0.9 -57.4213 26.7456  False
                        execution                           thymine -17.4183   0.9 -57.5791 22.7425  False
                        execution                              time -14.0676   0.9 -41.0604 12.9251  False
                        execution                             title -17.5603   0.9 -47.7283 12.6076  False
                        execution                             today  -6.9312   0.9 -38.4938 24.6314  False
                        execution                 topographic_point  -17.689   0.9 -45.3433  9.9652  False
                        execution                            travel -10.4645   0.9 -39.5097 18.5808  False
                        execution                            valley  -8.0337   0.9 -50.1171 34.0498  False
                        execution                           verdict  -19.203   0.9 -59.3638 20.9578  False
                        execution                             video -18.6427   0.9 -54.2501 16.9647  False
                        execution                         vitamin_e  -8.2088   0.9 -36.3931 19.9754  False
                        execution                              week -13.7591   0.9 -39.6531 12.1349  False
                        execution                              well -19.4521   0.9 -73.0982 34.1939  False
                        execution                              will -11.7443   0.9 -38.2291 14.7404  False
                        execution                          williams -15.4518   0.9 -50.3455  19.442  False
                        execution                              work -18.9517   0.9 -61.0352 23.1317  False
                      extenuation     eysenck_personality_inventory   3.0461   0.9 -25.4591 31.5513  False
                      extenuation federal_communications_commission   2.1971   0.9 -27.9394 32.3337  False
                      extenuation                          feedback   0.2317   0.9 -48.7403 49.2036  False
                      extenuation                         fiduciary   5.3315   0.9 -26.7102 37.3733  False
                      extenuation                              find   6.4367   0.9 -29.4988 42.3723  False
                      extenuation                             first  -0.7412   0.9 -49.7132 48.2307  False
                      extenuation                              font  -0.4011   0.9 -36.3367 35.5345  False
                      extenuation                             force   2.8829   0.9 -27.5748 33.3407  False
                      extenuation                           forward   7.8624   0.9 -24.6057 40.3305  False
                      extenuation                              free  -0.2283   0.9 -45.6836  45.227  False
                      extenuation                               get  -0.1493   0.9 -30.3601 30.0616  False
                      extenuation                             ghost  -0.0999   0.9 -54.4294 54.2296  False
                      extenuation                              give  -0.2729   0.9 -45.7282 45.1824  False
                      extenuation                              good   2.1841   0.9 -36.2326 40.6009  False
                      extenuation                            graham   8.9702   0.9 -45.3593 63.2997  False
                      extenuation                         grapevine   4.7754   0.9 -24.0597 33.6105  False
                      extenuation                              have   2.9139   0.9 -24.5548 30.3825  False
                      extenuation                           hawkins  14.6902   0.9 -39.6393 69.0197  False
                      extenuation                            hazard   3.2471   0.9 -32.0911 38.5854  False
