                           Multiple Comparison of Means - Tukey HSD, FWER=0.05                            
==========================================================================================================
              group1                            group2              meandiff p-adj  lower    upper  reject
                              can                        conformity  -0.2518   0.9 -50.0456  49.542  False
                              can                         consensus  13.4041   0.9 -30.4819 57.2901  False
                              can                          continue  -1.0963   0.9 -50.8901 48.6975  False
                              can                            cooler   1.7994   0.9 -38.1244 41.7233  False
                              can                              crap    5.679   0.9 -17.8668 29.2248  False
                              can                           current  -1.1631   0.9 -50.9569 48.6307  False
                              can                              data   4.5672   0.9 -11.9636  21.098  False
                              can                               day   0.9945   0.9 -17.8258 19.8147  False
                              can                          deadline   1.4366   0.9 -33.4118  36.285  False
                              can                              deal    5.468   0.9 -12.0362 22.9721  False
                              can                              deem  -0.8896   0.9 -26.5083 24.7291  False
                              can                       delinquency   1.6039   0.9 -16.9375 20.1454  False
                              can                         democracy    2.659   0.9 -32.1894 37.5074  False
                              can                            desire   1.7549   0.9  -22.068 25.5778  False
                              can                       development   8.0248   0.9 -10.0624  26.112  False
                              can                           diamond  29.6925   0.9 -20.1013 79.4863  False
                              can                       diamondback   0.6284   0.9 -32.4747 33.7315  False
                              can                              dick   0.3996   0.9 -28.2202 29.0194  False
                              can                      distribution   6.1431   0.9 -30.9047 43.1908  False
                              can                 district_attorney  -0.6922   0.9 -25.4953  24.111  False
                              can                            easter  -0.2729   0.9 -44.1589 43.6131  False
                              can                           edition  -0.9278   0.9 -28.1313 26.2757  False
                              can            electrical_engineering   2.2435   0.9 -14.4184 18.9054  False
                              can                   electronic_mail   4.3976   0.9 -15.3751 24.1703  False
                              can                           embargo  -0.4646   0.9 -29.0845 28.1552  False
                              can                            energy   4.9615   0.9 -12.4627 22.3857  False
                              can                           envelop   1.5304   0.9 -48.2634 51.3242  False
                              can                            europe  -1.0825   0.9 -44.9685 42.8035  False
                              can                         execution  18.0606   0.9 -12.4317  48.553  False
                              can                       extenuation  -0.5568   0.9 -32.2361 31.1224  False
                              can     eysenck_personality_inventory   2.4892   0.9 -15.9573 20.9358  False
                              can federal_communications_commission   1.6403   0.9 -19.2389 22.5195  False
                              can                          feedback  -0.3252   0.9 -44.2112 43.5608  False
                              can                         fiduciary   4.7747   0.9 -18.7711 28.3205  False
                              can                              find   5.8799   0.9 -22.7399 34.4997  False
                              can                             first  -1.2981   0.9 -45.1841 42.5879  False
                              can                              font  -0.9579   0.9 -29.5778 27.6619  False
                              can                             force   2.3261   0.9 -19.0141 23.6663  False
                              can                           forward   7.3055   0.9 -16.8172 31.4283  False
                              can                              free  -0.7852   0.9  -40.709 39.1387  False
                              can                               get  -0.7061   0.9 -21.6924 20.2802  False
                              can                             ghost  -0.6567   0.9 -50.4505 49.1371  False
                              can                              give  -0.8297   0.9 -40.7536 39.0942  False
                              can                              good   1.6273   0.9  -30.052 33.3066  False
                              can                            graham   8.4134   0.9 -41.3804 58.2072  False
                              can                         grapevine   4.2186   0.9 -14.7338  23.171  False
                              can                              have   2.3571   0.9 -14.4434 19.1575  False
                              can                           hawkins  14.1333   0.9 -35.6605 63.9271  False
                              can                            hazard   2.6903   0.9 -25.1759 30.5564  False
                              can                          hazelnut   3.8998   0.9 -30.9486 38.7482  False
                              can                              help  -0.2457   0.9 -50.0395 49.5481  False
                              can                              hope  -1.1834   0.9 -50.9772 48.6104  False
                              can                               hot  23.3564   0.9 -26.4374 73.1502  False
                              can         hypertext_markup_language  -0.5285   0.9 -35.3769 34.3199  False
                              can                           include  -0.4608   0.9 -40.3847  39.463  False
                              can                       independent    3.305   0.9 -13.1507 19.7607  False
                              can                            indian   3.7336   0.9 -22.3573 29.8244  False
                              can                       information   4.1884   0.9 -12.2033 20.5801  False
                              can                            intend   5.4734   0.9 -44.3204 55.2672  False
                              can                        interested   0.1803   0.9 -43.7056 44.0663  False
                              can                            jobber   1.3432   0.9 -30.3361 33.0225  False
                              can                          jonathan   8.6107   0.9 -18.0052 35.2266  False
                              can                              just   2.3341   0.9 -34.7137 39.3818  False
                              can                             karen  16.0726   0.9 -23.8512 55.9965  False
                              can                              keep  -1.2049   0.9 -50.9987 48.5889  False
                              can                              know  -0.7545   0.9  -27.958  26.449  False
                              can                             large   4.6301   0.9 -45.1637 54.4239  False
                              can                             leave  -1.4033   0.9 -51.1971 48.3905  False
                              can                               let   6.7817   0.9 -24.8975  38.461  False
                              can                              link  -1.3088   0.9 -38.3565  35.739  False
                              can                          longhorn  10.7437   0.9 -39.0501 60.5375  False
                              can                              look  -1.2635   0.9 -41.1873 38.6604  False
                              can                             lumen   6.7497   0.9 -30.2981 43.7975  False
                              can                              make   2.4796   0.9  -14.745 19.7042  False
                              can                         mammogram  -0.5506   0.9 -29.1704 28.0693  False
                              can                            manner   8.2953   0.9 -11.2023 27.7929  False
                              can                              mark   2.0877   0.9 -19.9811 24.1564  False
                              can                          medicare   6.0728   0.9 -23.4129 35.5585  False
                              can                         megahertz  -0.6608   0.9 -30.1465 28.8249  False
                              can                             metro   2.1569   0.9 -21.9658 26.2797  False
                              can                           michael  13.6177   0.9  -12.001 39.2364  False
                              can                        milliliter   3.1799   0.9 -13.7286 20.0885  False
                              can                           million   3.3322   0.9 -13.2166  19.881  False
                              can                           minutes   2.5107   0.9 -15.9133 20.9348  False
                              can                          misstate   0.7973   0.9 -25.8186 27.4132  False
                              can                            mister   3.3808   0.9 -31.4676 38.2292  False
                              can                    monetary_value  -0.2712   0.9 -20.5203  19.978  False
                              can                             money   2.5459   0.9 -18.6705 23.7622  False
                              can                              more  -1.2004   0.9 -41.1242 38.7235  False
                              can                            mortal  13.7865   0.9 -21.0619 48.6349  False
                              can                              much  -1.4195   0.9 -45.3055 42.4665  False
                              can                           natural   1.2444   0.9 -38.6794 41.1683  False
                              can                       necessitate  -0.4994   0.9 -29.1192 28.1204  False
                              can                       negotiation  -0.9381   0.9 -37.9858 36.1097  False
                              can                               new    0.373   0.9 -24.8185 25.5646  False
                              can                              noon   3.3901   0.9 -18.2178 24.9981  False
                              can                          northern  -1.3803   0.9 -51.1741 48.4135  False
                              can                           numbers   1.6157   0.9 -16.0414 19.2728  False
                              can                             omaha   -0.782   0.9 -33.8851 32.3211  False
                              can                                on   3.3408   0.9 -13.4585   20.14  False
                              can                       opportunity  -1.2617   0.9 -41.1856 38.6621  False
                              can                               owe  -1.1281   0.9 -50.9219 48.6657  False
                              can                            parent  -0.0961   0.9   -40.02 39.8277  False
                              can                               pay  -0.7706   0.9 -33.8737 32.3326  False
                              can                       performance  -0.0302   0.9 -33.1333  33.073  False
                              can                            please   2.1839   0.9  -18.402 22.7697  False
                              can                            plenty  13.8862   0.9 -35.9076   63.68  False
                              can                     post_exchange   1.6646   0.9 -24.9513 28.2805  False
                              can                         president   0.2783   0.9 -23.5446 24.1012  False
                              can                           problem   1.8749   0.9 -17.2243  20.974  False
                              can                          proclaim   1.3952   0.9  -21.224 24.0144  False
                              can                              pulp  -0.1955   0.9 -29.6812 29.2903  False
                              can                               put    4.563   0.9  -39.323  48.449  False
                              can                        quadriceps  -0.8069   0.9 -35.6553 34.0415  False
                              can                             rates   2.5112   0.9 -16.1615 21.1839  False
                              can                           receive   9.2249   0.9 -25.6235 44.0733  False
                              can                       recognition   1.1485   0.9 -42.7375 45.0345  False
                              can                             refer  -1.1358   0.9 -50.9296  48.658  False
                              can                             river   5.3995   0.9 -29.4489 40.2479  False
                              can                                ro  -0.8145   0.9 -50.6083 48.9793  False
                              can                          rounders   0.2157   0.9 -39.7082 40.1395  False
                              can                              send  -0.4596   0.9 -24.2825 23.3633  False
                              can                            series   2.0848   0.9  -34.963 39.1326  False
                              can                              show    3.117   0.9 -46.6768 52.9108  False
                              can                               sit  -1.3812   0.9  -51.175 48.4126  False
                              can                              site   8.8005   0.9  -12.298  29.899  False
                              can                               sky  -0.5241   0.9 -44.4101 43.3619  False
                              can                          software   7.2628   0.9 -22.2229 36.7485  False
                              can                          solution   1.9908   0.9 -16.9616 20.9431  False
                              can                               sop    1.084   0.9 -26.1195 28.2876  False
                              can                             start  -0.9872   0.9  -50.781 48.8066  False
                              can                         stateroom   0.0197   0.9 -31.6595  31.699  False
                              can                             steak   7.0205   0.9 -36.8655 50.9065  False
                              can                             stout  -1.0742   0.9 -44.9601 42.8118  False
                              can                            system   3.8018   0.9 -12.7262 20.3297  False
                              can                              take   2.7228   0.9  -34.325 39.7706  False
                              can                           thymine   0.6424   0.9 -34.2061 35.4908  False
                              can                              time    3.993   0.9 -14.1765 22.1625  False
                              can                             title   0.5003   0.9 -22.1189 23.1195  False
                              can                             today  11.1295   0.9 -13.3188 35.5777  False
                              can                 topographic_point   0.3716   0.9 -18.7668   19.51  False
                              can                            travel   7.5962   0.9 -13.5024 28.6947  False
                              can                            valley   10.027   0.9 -27.0208 47.0747  False
                              can                           verdict  -1.1423   0.9 -35.9907 33.7061  False
                              can                             video  -0.5821   0.9 -30.0678 28.9036  False
                              can                         vitamin_e   9.8518   0.9 -10.0448 29.7484  False
                              can                              week   4.3015   0.9 -12.1915 20.7946  False
                              can                              well  -1.3915   0.9 -51.1853 48.4023  False
                              can                              will   6.3163   0.9 -11.0895 23.7221  False
                              can                          williams   2.6088   0.9  -26.011 31.2287  False
                              can                              work  -0.8911   0.9 -37.9389 36.1567  False
                         capacity                            column   -2.009   0.9 -40.7673 36.7492  False
                         capacity                              come  -2.3824   0.9  -45.761 40.9963  False
                         capacity                       communicate  -1.5375   0.9 -54.1418 51.0668  False
                         capacity                           company    1.741   0.9 -22.9613 26.4434  False
                         capacity                       competition   4.9208   0.9 -21.8267 31.6682  False
                         capacity                           concern   -2.729   0.9 -49.7797 44.3217  False
                         capacity                        conference   0.4619   0.9 -23.8392  24.763  False
                         capacity                        conformity  -1.6645   0.9 -54.2688 50.9398  False
                         capacity                         consensus  11.9914   0.9 -35.0594 59.0421  False
                         capacity                          continue  -2.5091   0.9 -55.1134 50.0953  False
                         capacity                            cooler   0.3867   0.9 -42.9919 43.7653  False
                         capacity                              crap   4.2663   0.9 -24.7543 33.2869  False
                         capacity                           current  -2.5759   0.9 -55.1802 50.0284  False
                         capacity                              data   3.1545   0.9 -20.5322 26.8411  False
                         capacity                               day  -0.4183   0.9 -25.7559 24.9193  False
                         capacity                          deadline   0.0239   0.9 -38.7344 38.7821  False
                         capacity                              deal   4.0552   0.9 -20.3207 28.4312  False
                         capacity                              deem  -2.3023   0.9 -33.0286  28.424  False
                         capacity                       delinquency   0.1912   0.9   -24.94 25.3223  False
                         capacity                         democracy   1.2462   0.9  -37.512 40.0045  False
                         capacity                            desire   0.3422   0.9 -28.9037  29.588  False
                         capacity                       development   6.6121   0.9 -18.1859   31.41  False
                         capacity                           diamond  28.2798   0.9 -24.3246 80.8841  False
                         capacity                       diamondback  -0.7843   0.9 -37.9812 36.4125  False
                         capacity                              dick  -1.0131   0.9  -34.283 32.2567  False
                         capacity                      distribution   4.7303   0.9 -36.0168 45.4774  False
                         capacity                 district_attorney  -2.1049   0.9 -32.1546 27.9448  False
                         capacity                            easter  -1.6856   0.9 -48.7363 45.3651  False
                         capacity                           edition  -2.3405   0.9 -34.4002 29.7191  False
                         capacity            electrical_engineering   0.8308   0.9 -22.9476 24.6091  False
                         capacity                   electronic_mail   2.9848   0.9  -23.068 29.0377  False
                         capacity                           embargo  -1.8774   0.9 -35.1473 31.3925  False
                         capacity                            energy   3.5487   0.9 -20.7698 27.8673  False
                         capacity                           envelop   0.1176   0.9 -52.4867 52.7219  False
                         capacity                            europe  -2.4952   0.9 -49.5459 44.5555  False
                         capacity                         execution  16.6479   0.9 -18.2459 51.5416  False
                         capacity                       extenuation  -1.9696   0.9 -37.9052  33.966  False
                         capacity     eysenck_personality_inventory   1.0765   0.9 -23.9847 26.1377  False
                         capacity federal_communications_commission   0.2276   0.9 -26.6747 27.1298  False
                         capacity                          feedback  -1.7379   0.9 -48.7886 45.3128  False
                         capacity                         fiduciary    3.362   0.9 -25.6586 32.3826  False
                         capacity                              find   4.4672   0.9 -28.8027  37.737  False
                         capacity                             first  -2.7108   0.9 -49.7615 44.3399  False
                         capacity                              font  -2.3707   0.9 -35.6405 30.8992  False
                         capacity                             force   0.9133   0.9 -26.3482 28.1749  False
                         capacity                           forward   5.8928   0.9 -23.5978 35.3834  False
                         capacity                              free  -2.1979   0.9 -45.5765 41.1807  False
                         capacity                               get  -2.1188   0.9 -29.1043 24.8666  False
                         capacity                             ghost  -2.0695   0.9 -54.6738 50.5348  False
                         capacity                              give  -2.2425   0.9 -45.6211 41.1362  False
                         capacity                              good   0.2146   0.9  -35.721 36.1501  False
                         capacity                            graham   7.0006   0.9 -45.6037 59.6049  False
                         capacity                         grapevine   2.8059   0.9   -22.63 28.2417  False
                         capacity                              have   0.9443   0.9 -22.9313 24.8199  False
                         capacity                           hawkins  12.7206   0.9 -39.8837 65.3249  False
                         capacity                            hazard   1.2776   0.9 -31.3463 33.9014  False
                         capacity                          hazelnut    2.487   0.9 -36.2712 41.2453  False
                         capacity                              help  -1.6585   0.9 -54.2628 50.9458  False
                         capacity                              hope  -2.5962   0.9 -55.2005 50.0081  False
                         capacity                               hot  21.9437   0.9 -30.6606  74.548  False
                         capacity         hypertext_markup_language  -1.9412   0.9 -40.6994  36.817  False
                         capacity                           include  -1.8736   0.9 -45.2522  41.505  False
                         capacity                       independent   1.8923   0.9  -21.742 25.5265  False
                         capacity                            indian   2.3208   0.9 -28.8003 33.4419  False
                         capacity                       information   2.7757   0.9 -20.8141 26.3655  False
                         capacity                            intend   4.0607   0.9 -48.5437  56.665  False
                         capacity                        interested  -1.2324   0.9 -48.2831 45.8183  False
                         capacity                            jobber  -0.0695   0.9 -36.0051  35.866  False
                         capacity                          jonathan   7.1979   0.9 -24.3647 38.7605  False
                         capacity                              just   0.9213   0.9 -39.8258 41.6684  False
                         capacity                             karen  14.6599   0.9 -28.7187 58.0385  False
                         capacity                              keep  -2.6176   0.9 -55.2219 49.9867  False
                         capacity                              know  -2.1672   0.9 -34.2269 29.8924  False
                         capacity                             large   3.2173   0.9  -49.387 55.8216  False
                         capacity                             leave   -2.816   0.9 -55.4203 49.7883  False
                         capacity                               let    5.369   0.9 -30.5666 41.3046  False
                         capacity                              link  -2.7215   0.9 -43.4686 38.0256  False
                         capacity                          longhorn    9.331   0.9 -43.2733 61.9353  False
                         capacity                              look  -2.6762   0.9 -46.0548 40.7024  False
                         capacity                             lumen   5.3369   0.9 -35.4102 46.0841  False
                         capacity                              make   1.0668   0.9 -23.1091 25.2428  False
                         capacity                         mammogram  -1.9633   0.9 -35.2332 31.3066  False
                         capacity                            manner   6.8826   0.9 -18.9621 32.7272  False
                         capacity                              mark   0.6749   0.9 -27.1606 28.5105  False
                         capacity                          medicare   4.6601   0.9 -29.3575 38.6777  False
                         capacity                         megahertz  -2.0735   0.9 -36.0911 31.9441  False
                         capacity                             metro   0.7442   0.9 -28.7464 30.2348  False
                         capacity                           michael  12.2049   0.9 -18.5214 42.9313  False
                         capacity                        milliliter   1.7672   0.9 -22.1846  25.719  False
                         capacity                           million   1.9195   0.9 -21.7797 25.6187  False
                         capacity                           minutes    1.098   0.9 -23.9467 26.1427  False
                         capacity                          misstate  -0.6154   0.9  -32.178 30.9472  False
                         capacity                            mister   1.9681   0.9 -36.7902 40.7263  False
                         capacity                    monetary_value  -1.6839   0.9 -28.1002 24.7323  False
                         capacity                             money   1.1332   0.9 -26.0316 28.2979  False
                         capacity                              more  -2.6131   0.9 -45.9917 40.7655  False
                         capacity                            mortal  12.3737   0.9 -26.3845  51.132  False
                         capacity                              much  -2.8322   0.9 -49.8829 44.2185  False
                         capacity                           natural  -0.1683   0.9 -43.5469 43.2103  False
                         capacity                       necessitate  -1.9121   0.9  -35.182 31.3577  False
                         capacity                       negotiation  -2.3508   0.9 -43.0979 38.3963  False
                         capacity                               new  -1.0397   0.9 -31.4108 29.3314  False
                         capacity                              noon   1.9774   0.9 -25.4943 29.4491  False
                         capacity                          northern   -2.793   0.9 -55.3973 49.8113  False
                         capacity                           numbers    0.203   0.9  -24.283  24.689  False
                         capacity                             omaha  -2.1948   0.9 -39.3916 35.0021  False
                         capacity                                on    1.928   0.9 -21.9468 25.8028  False
                         capacity                       opportunity  -2.6745   0.9 -46.0531 40.7042  False
                         capacity                               owe  -2.5408   0.9 -55.1451 50.0635  False
                         capacity                            parent  -1.5089   0.9 -44.8875 41.8697  False
                         capacity                               pay  -2.1833   0.9 -39.3802 35.0136  False
                         capacity                       performance  -1.4429   0.9 -38.6398  35.754  False
                         capacity                            please   0.7711   0.9 -25.9041 27.4464  False
                         capacity                            plenty  12.4735   0.9 -40.1308 65.0778  False
                         capacity                     post_exchange   0.2519   0.9 -31.3107 31.8145  False
                         capacity                         president  -1.1345   0.9 -30.3803 28.1114  False
                         capacity                           problem   0.4621   0.9 -25.0833 26.0075  False
                         capacity                          proclaim  -0.0176   0.9 -28.2915 28.2564  False
                         capacity                              pulp  -1.6082   0.9 -35.6258 32.4094  False
                         capacity                               put   3.1502   0.9 -43.9005 50.2009  False
                         capacity                        quadriceps  -2.2196   0.9 -40.9778 36.5386  False
                         capacity                             rates   1.0985   0.9 -24.1297 26.3266  False
                         capacity                           receive   7.8122   0.9 -30.9461 46.5704  False
                         capacity                       recognition  -0.2643   0.9  -47.315 46.7864  False
                         capacity                             refer  -2.5486   0.9 -55.1529 50.0557  False
                         capacity                             river   3.9867   0.9 -34.7715  42.745  False
                         capacity                                ro  -2.2273   0.9 -54.8316  50.377  False
                         capacity                          rounders  -1.1971   0.9 -44.5757 42.1815  False
                         capacity                              send  -1.8724   0.9 -31.1182 27.3735  False
                         capacity                            series   0.6721   0.9 -40.0751 41.4192  False
                         capacity                              show   1.7043   0.9    -50.9 54.3086  False
                         capacity                               sit  -2.7939   0.9 -55.3982 49.8104  False
                         capacity                              site   7.3877   0.9 -19.6851 34.4606  False
                         capacity                               sky  -1.9369   0.9 -48.9876 45.1139  False
                         capacity                          software   5.8501   0.9 -28.1675 39.8677  False
                         capacity                          solution    0.578   0.9 -24.8578 26.0139  False
                         capacity                               sop  -0.3287   0.9 -32.3884 31.7309  False
                         capacity                             start     -2.4   0.9 -55.0043 50.2044  False
                         capacity                         stateroom   -1.393   0.9 -37.3286 34.5426  False
                         capacity                             steak   5.6078   0.9  -41.443 52.6585  False
                         capacity                             stout  -2.4869   0.9 -49.5376 44.5638  False
                         capacity                            system    2.389   0.9 -21.2957 26.0737  False
                         capacity                              take   1.3101   0.9  -39.437 42.0572  False
                         capacity                           thymine  -0.7704   0.9 -39.5286 37.9878  False
                         capacity                              time   2.5802   0.9 -22.2778 27.4383  False
                         capacity                             title  -0.9124   0.9 -29.1864 27.3615  False
                         capacity                             today   9.7167   0.9 -20.0408 39.4742  False
                         capacity                 topographic_point  -1.0412   0.9 -26.6159 24.5336  False
                         capacity                            travel   6.1834   0.9 -20.8894 33.2562  False
                         capacity                            valley   8.6142   0.9 -32.1329 49.3613  False
                         capacity                           verdict  -2.5551   0.9 -41.3133 36.2032  False
                         capacity                             video  -1.9948   0.9 -36.0124 32.0228  False
                         capacity                         vitamin_e    8.439   0.9 -17.7079  34.586  False
                         capacity                              week   2.8888   0.9 -20.7715 26.5491  False
                         capacity                              well  -2.8043   0.9 -55.4086    49.8  False
                         capacity                              will   4.9036   0.9 -19.4019  29.209  False
                         capacity                          williams   1.1961   0.9 -32.0738  34.466  False
                         capacity                              work  -2.3038   0.9  -43.051 38.4433  False
                           column                              come  -0.3733   0.9 -48.0915 47.3448  False
                           column                       communicate   0.4715   0.9 -55.7649 56.7079  False
                           column                           company   3.7501   0.9 -27.9599   35.46  False
                           column                       competition   6.9298   0.9  -26.398 40.2576  False
                           column                           concern    -0.72   0.9 -51.7992 50.3592  False
                           column                        conference   2.4709   0.9 -28.9275 33.8693  False
                           column                        conformity   0.3445   0.9 -55.8918 56.5809  False
                           column                         consensus  14.0004   0.9 -37.0788 65.0796  False
                           column                          continue     -0.5   0.9 -56.7364 55.7363  False
                           column                            cooler   2.3957   0.9 -45.3224 50.1139  False
                           column                              crap   6.2753   0.9  -28.903 41.4536  False
                           column                           current  -0.5669   0.9 -56.8032 55.6695  False
                           column                              data   5.1635   0.9 -25.7618 36.0888  False
                           column                               day   1.5907   0.9 -30.6166  33.798  False
                           column                          deadline   2.0329   0.9 -41.5276 45.5934  False
                           column                              deal   6.0642   0.9 -25.3921 37.5206  False
                           column                              deem  -0.2933   0.9 -36.8914 36.3049  False
                           column                       delinquency   2.2002   0.9  -29.845 34.2453  False
                           column                         democracy   3.2553   0.9 -40.3052 46.8158  False
                           column                            desire   2.3512   0.9 -33.0132 37.7155  False
                           column                       development   8.6211   0.9 -23.1634 40.4055  False
                           column                           diamond  30.2888   0.9 -25.9476 86.5251  False
                           column                       diamondback   1.2247   0.9 -40.9526  43.402  False
                           column                              dick   0.9959   0.9 -37.7624 39.7541  False
                           column                      distribution   6.7393   0.9 -38.5999 52.0785  False
                           column                 district_attorney  -0.0959   0.9 -36.1278  35.936  False
                           column                            easter   0.3234   0.9 -50.7558 51.4026  False
                           column                           edition  -0.3315   0.9  -38.056  37.393  False
                           column            electrical_engineering   2.8398   0.9 -28.1558 33.8354  False
                           column                   electronic_mail   4.9939   0.9 -27.7791 37.7668  False
                           column                           embargo   0.1316   0.9 -38.6266 38.8899  False
                           column                            energy   5.5578   0.9 -25.8542 36.9697  False
                           column                           envelop   2.1267   0.9 -54.1097  58.363  False
                           column                            europe  -0.4862   0.9 -51.5654  50.593  False
                           column                         execution  18.6569   0.9 -21.5039 58.8177  False
                           column                       extenuation   0.0394   0.9 -41.0298 41.1087  False
                           column     eysenck_personality_inventory   3.0855   0.9 -28.9048 35.0758  False
                           column federal_communications_commission   2.2366   0.9 -31.2156 35.6888  False
                           column                          feedback   0.2711   0.9 -50.8081 51.3503  False
                           column                         fiduciary    5.371   0.9 -29.8073 40.5493  False
                           column                              find   6.4762   0.9 -32.2821 45.2344  False
                           column                             first  -0.7018   0.9  -51.781 50.3774  False
                           column                              font  -0.3616   0.9 -39.1199 38.3966  False
                           column                             force   2.9224   0.9 -30.8195 36.6642  False
                           column                           forward   7.9018   0.9 -27.6652 43.4688  False
                           column                              free  -0.1889   0.9  -47.907 47.5293  False
                           column                               get  -0.1098   0.9 -33.6289 33.4093  False
                           column                             ghost  -0.0605   0.9 -56.2968 56.1759  False
                           column                              give  -0.2334   0.9 -47.9516 47.4847  False
                           column                              good   2.2236   0.9 -38.8457 43.2928  False
                           column                            graham   9.0096   0.9 -47.2267  65.246  False
                           column                         grapevine   4.8149   0.9 -27.4698 37.0995  False
                           column                              have   2.9533   0.9 -28.1169 34.0236  False
                           column                           hawkins  14.7296   0.9 -41.5067  70.966  False
                           column                            hazard   3.2866   0.9 -34.9185 41.4917  False
                           column                          hazelnut    4.496   0.9 -39.0645 48.0565  False
                           column                              help   0.3505   0.9 -55.8858 56.5869  False
                           column                              hope  -0.5872   0.9 -56.8235 55.6492  False
                           column                               hot  23.9527   0.9 -32.2837 80.1891  False
                           column         hypertext_markup_language   0.0678   0.9 -43.4927 43.6283  False
                           column                           include   0.1354   0.9 -47.5827 47.8536  False
                           column                       independent   3.9013   0.9 -26.9839 34.7865  False
                           column                            indian   4.3298   0.9 -32.6004   41.26  False
                           column                       information   4.7847   0.9 -26.0664 35.6359  False
                           column                            intend   6.0697   0.9 -50.1667  62.306  False
                           column                        interested   0.7766   0.9 -50.3026 51.8558  False
                           column                            jobber   1.9395   0.9 -39.1298 43.0087  False
                           column                          jonathan    9.207   0.9  -28.096 46.5099  False
                           column                              just   2.9303   0.9 -42.4089 48.2696  False
                           column                             karen  16.6689   0.9 -31.0492 64.3871  False
                           column                              keep  -0.6086   0.9  -56.845 55.6278  False
                           column                              know  -0.1582   0.9 -37.8827 37.5663  False
                           column                             large   5.2264   0.9   -51.01 61.4627  False
                           column                             leave   -0.807   0.9 -57.0433 55.4294  False
                           column                               let    7.378   0.9 -33.6912 48.4472  False
                           column                              link  -0.7125   0.9 -46.0517 44.6267  False
                           column                          longhorn    11.34   0.9 -44.8963 67.5764  False
                           column                              look  -0.6672   0.9 -48.3853  47.051  False
                           column                             lumen    7.346   0.9 -37.9932 52.6852  False
                           column                              make   3.0758   0.9 -28.2258 34.3775  False
                           column                         mammogram   0.0457   0.9 -38.7125  38.804  False
                           column                            manner   8.8916   0.9 -23.7161 41.4993  False
                           column                              mark    2.684   0.9 -31.5233 36.8912  False
                           column                          medicare   6.6691   0.9 -32.7329  46.071  False
                           column                         megahertz  -0.0645   0.9 -39.4665 39.3374  False
                           column                             metro   2.7532   0.9 -32.8138 38.3202  False
                           column                           michael   14.214   0.9 -22.3842 50.8121  False
                           column                        milliliter   3.7762   0.9 -27.3527 34.9051  False
                           column                           million   3.9285   0.9 -27.0064 34.8634  False
                           column                           minutes    3.107   0.9 -28.8703 35.0844  False
                           column                          misstate   1.3936   0.9 -35.9094 38.6966  False
                           column                            mister   3.9771   0.9 -39.5834 47.5376  False
                           column                    monetary_value   0.3251   0.9 -32.7375 33.3877  False
                           column                             money   3.1422   0.9 -30.5215 36.8058  False
                           column                              more  -0.6041   0.9 -48.3222  47.114  False
                           column                            mortal  14.3827   0.9 -29.1778 57.9432  False
                           column                              much  -0.8232   0.9 -51.9024  50.256  False
                           column                           natural   1.8407   0.9 -45.8774 49.5589  False
                           column                       necessitate   0.0969   0.9 -38.6614 38.8551  False
                           column                       negotiation  -0.3418   0.9  -45.681 44.9974  False
                           column                               new   0.9693   0.9 -35.3311 37.2697  False
                           column                              noon   3.9864   0.9 -29.9254 37.8982  False
                           column                          northern   -0.784   0.9 -57.0204 55.4523  False
                           column                           numbers    2.212   0.9 -29.3297 33.7537  False
                           column                             omaha  -0.1857   0.9  -42.363 41.9915  False
                           column                                on    3.937   0.9 -27.1326 35.0066  False
                           column                       opportunity  -0.6654   0.9 -48.3836 47.0527  False
                           column                               owe  -0.5318   0.9 -56.7682 55.7046  False
                           column                            parent   0.5001   0.9  -47.218 48.2183  False
                           column                               pay  -0.1743   0.9 -42.3515  42.003  False
                           column                       performance   0.5661   0.9 -41.6112 42.7434  False
                           column                            please   2.7801   0.9 -30.4898   36.05  False
